NM_001180043.1	YAL068C
NM_001182507.1	YMR011W
unassigned_transcript_223	YNCM0010W
NM_001182508.1	YMR012W
NM_001182509.1	YMR013C
NR_132237.1	YNCM0011W
NR_132238.1	YNCM0012W
NR_132239.1	YNCM0013W
NR_132240.1	YNCM0014W
NR_132241.1	YNCM0015W
NR_132242.1	YNCM0016W
NR_132243.1	YNCM0017W
NM_001182510.1	YMR014W
NM_001182511.1	YMR015C
NM_001182512.1	YMR016C
NM_001182513.1	YMR017W
NM_001182514.1	YMR018W
NM_001182515.1	YMR019W
NM_001182516.1	YMR020W
NM_001182517.1	YMR021C
NM_001182518.1	YMR022W
NM_001182519.1	YMR023C
unassigned_transcript_224	YNCM0018C
NM_001182520.1	YMR024W
NM_001182521.1	YMR025W
NM_001182522.1	YMR026C
NM_001182523.1	YMR027W
NM_001182524.1	YMR028W
NM_001182525.1	YMR029C
NM_001182526.1	YMR030W
NM_001182527.1	YMR031C
NM_001182529.1	YMR032W
NM_001184572.1	YMR030W-A
NM_001182530.1	YMR033W
NM_001182531.1	YMR034C
NM_001182532.1	YMR035W
NM_001182533.1	YMR036C
NM_001182534.1	YMR037C
NM_001182535.1	YMR038C
NM_001182536.1	YMR039C
NM_001182537.1	YMR040W
NM_001182538.1	YMR041C
unassigned_transcript_225	YNCM0019W
NM_001182539.1	YMR042W
NM_001182540.1	YMR043W
NM_001182541.1	YMR044W
NM_001182542.2	YMR045C
NM_001182543.1	YMR046C
unassigned_transcript_226	YNCM0020W
NM_001182544.1	YMR047C
NM_001182545.1	YMR048W
NM_001182546.1	YMR049C
unassigned_transcript_227	YNCM0021C
NM_001182547.2	YMR050C
NM_001182548.1	YMR051C
unassigned_transcript_228	YNCM0022C
NM_001182550.1	YMR052W
NM_001182551.1	YMR053C
NM_001182552.1	YMR054W
NM_001182553.1	YMR055C
NM_001182554.1	YMR056C
NM_001182556.1	YMR058W
NM_001182557.1	YMR059W
NM_001182558.1	YMR060C
NM_001182559.1	YMR061W
NM_001182560.1	YMR062C
NM_001182561.1	YMR063W
NM_001182562.1	YMR064W
NM_001182563.1	YMR065W
NM_001182564.1	YMR066W
NM_001182565.1	YMR067C
NM_001182566.1	YMR068W
NM_001182567.1	YMR069W
NM_001182568.1	YMR070W
NM_001182569.1	YMR071C
NM_001182570.1	YMR072W
NM_001182571.1	YMR073C
NM_001182572.1	YMR074C
NM_001182574.1	YMR075W
NM_001395040.1	YMR075C-A
NM_001182575.1	YMR076C
unassigned_transcript_229	YNCM0023C
NM_001182576.1	YMR077C
NM_001182577.1	YMR078C
NM_001182578.1	YMR079W
NM_001182579.1	YMR080C
NM_001182580.1	YMR081C
NM_001348865.1	YMR082C
NM_001182582.1	YMR083W
NM_001182583.1	YMR084W
NM_001182584.1	YMR085W
NM_001182586.1	YMR086W
NM_001182587.1	YMR087W
NM_001182588.1	YMR088C
NM_001182589.1	YMR089C
NM_001182590.1	YMR090W
NM_001182591.1	YMR091C
NM_001182592.1	YMR092C
NM_001182593.1	YMR093W
NM_001182594.1	YMR094W
NM_001182595.1	YMR095C
NM_001182596.1	YMR096W
NM_001182597.1	YMR097C
NM_001182598.1	YMR098C
unassigned_transcript_230	YNCM0024W
NM_001182599.1	YMR099C
NM_001182600.1	YMR100W
NM_001182601.1	YMR101C
NM_001182602.1	YMR102C
NM_001348866.1	YMR103C
NM_001182604.1	YMR104C
NM_001182605.1	YMR105C
NM_001184614.1	YMR105W-A
NM_001182606.1	YMR106C
unassigned_transcript_231	YNCM0025C
NM_001431141.1	YMR106W-A
NM_001182607.1	YMR107W
NM_001182608.1	YMR108W
NM_001182609.1	YMR109W
NM_001182610.1	YMR110C
NM_001182611.1	YMR111C
NM_001182612.1	YMR112C
NM_001182613.1	YMR113W
NM_001182614.1	YMR114C
NM_001182615.1	YMR115W
NM_001182616.1	YMR116C
NR_132244.1	YNCM0026C
NM_001182617.1	YMR117C
NM_001182618.1	YMR118C
unassigned_transcript_232	YNCM0027W
NM_001182619.1	YMR119W
NM_001182621.1	YMR120C
NM_001182622.1	YMR121C
NM_001348867.1	YMR122C
NM_001184445.1	YMR122W-A
NM_001182624.1	YMR123W
NM_001182625.1	YMR124W
NM_001182626.1	YMR125W
NM_001182627.1	YMR126C
NM_001182628.1	YMR127C
NM_001182629.1	YMR128W
NM_001182630.1	YMR129W
NM_001182631.1	YMR130W
NM_001182632.1	YMR131C
NM_001182633.1	YMR132C
NM_001182634.1	YMR133W
NM_001182635.1	YMR134W
NM_001182636.1	YMR135C
NM_001182638.1	YMR136W
NM_001182639.1	YMR137C
NM_001182640.1	YMR138W
NM_001182641.1	YMR139W
NM_001182642.1	YMR140W
NM_001348868.1	YMR141C
NM_001182644.1	YMR142C
NM_001182645.1	YMR143W
NM_001182646.1	YMR144W
NM_001182647.1	YMR145C
NM_001182648.1	YMR146C
NM_001182649.2	YMR147W
NM_001182650.1	YMR148W
NM_001182651.1	YMR149W
NM_001182652.1	YMR150C
NM_001182654.1	YMR152W
NM_001182656.1	YMR153W
NM_001182657.1	YMR154C
NM_001182658.1	YMR155W
NM_001182659.1	YMR156C
NM_001182660.1	YMR157C
NM_001182661.1	YMR158W
unassigned_transcript_233	YNCM0028C
NM_001184342.1	YMR158C-A
NM_001182663.1	YMR159C
NM_001182664.1	YMR160W
NM_001182665.1	YMR161W
NM_001182666.1	YMR162C
NM_001182667.1	YMR163C
unassigned_transcript_234	YNCM0029C
NM_001182668.1	YMR164C
NM_001182669.1	YMR165C
NM_001182670.1	YMR166C
NM_001182671.1	YMR167W
NM_001182672.1	YMR168C
NM_001182673.1	YMR169C
NM_001182674.1	YMR170C
NM_001182675.1	YMR171C
NM_001182677.1	YMR172W
NM_001182678.1	YMR173W
NM_001182680.1	YMR174C
NM_001182681.1	YMR175W
NM_001184660.1	YMR175W-A
NM_001182682.1	YMR176W
NM_001182683.1	YMR177W
NM_001182684.1	YMR178W
NM_001182685.1	YMR179W
NM_001182686.1	YMR180C
NM_001182687.1	YMR181C
NM_001182688.1	YMR182C
NM_001184615.1	YMR182W-A
NR_132245.1	YNCM0030W
NM_001182689.1	YMR183C
NM_001182690.1	YMR184W
NM_001182691.1	YMR185W
NM_001182692.1	YMR186W
NM_001182693.1	YMR187C
NM_001182694.1	YMR188C
NM_001182695.1	YMR189W
NM_001182696.1	YMR190C
NM_001182697.1	YMR191W
NM_001182698.1	YMR192W
NM_001182700.1	YMR193W
NM_001182701.1	YMR194W
NR_132246.1	YNCM0031W
NM_001184524.1	YMR194C-B
NM_001182702.1	YMR195W
NM_001182703.1	YMR196W
NM_001182704.1	YMR197C
NM_001182705.1	YMR198W
NM_001182706.1	YMR199W
NM_001182707.1	YMR200W
NM_001182708.1	YMR201C
NR_132247.1	YNCM0032C
NM_001182709.1	YMR202W
NM_001182710.1	YMR203W
NM_001182711.1	YMR204C
NM_001182712.1	YMR205C
NM_001182713.1	YMR206W
NM_001182714.1	YMR207C
NM_001182715.1	YMR208W
NM_001182716.1	YMR209C
NM_001182717.1	YMR210W
NM_001182718.1	YMR211W
NM_001182719.1	YMR212C
NM_001182720.1	YMR213W
NM_001182721.1	YMR214W
NM_001182722.1	YMR215W
NM_001182723.1	YMR216C
NM_001182724.1	YMR217W
NM_001182725.1	YMR218C
NM_001182726.1	YMR219W
NM_001182727.1	YMR220W
NM_001182728.1	YMR221C
NM_001182729.1	YMR222C
NM_001182730.1	YMR223W
NM_001182731.1	YMR224C
NM_001182732.1	YMR225C
NM_001182733.1	YMR226C
NM_001182734.1	YMR227C
NM_001182735.1	YMR228W
NM_001182736.1	YMR229C
NM_001182737.1	YMR230W
NM_001184573.1	YMR230W-A
NM_001182738.1	YMR231W
NM_001182739.1	YMR232W
NM_001182740.1	YMR233W
NM_001182741.1	YMR234W
NM_001182742.1	YMR235C
NM_001182743.1	YMR236W
NM_001182744.1	YMR237W
NM_001182745.1	YMR238W
unassigned_transcript_235	YNCM0033C
NM_001182746.1	YMR239C
NM_001182747.1	YMR240C
NM_001182748.1	YMR241W
NM_001182749.1	YMR242C
NM_001184616.1	YMR242W-A
NM_001182750.1	YMR243C
NM_001182752.1	YMR244W
NM_001182751.1	YMR244C-A
NM_001182754.1	YMR246W
NR_132248.1	YNCM0034C
NM_001182755.1	YMR247C
unassigned_transcript_236	YNCM0035C
NM_001184661.1	YMR247W-A
NM_001182756.1	YMR250W
NM_001182757.1	YMR251W
NM_001182758.1	YMR251W-A
NM_001182759.1	YMR252C
NM_001182760.1	YMR253C
NM_001348870.1	YMR254C
NM_001182762.1	YMR255W
NM_001182763.1	YMR256C
NM_001182764.1	YMR257C
NM_001182765.1	YMR258C
NM_001182766.1	YMR259C
NM_001182767.1	YMR260C
NM_001182768.1	YMR261C
NM_001182769.2	YMR262W
NM_001182770.1	YMR263W
NM_001182771.1	YMR264W
NM_001182772.1	YMR265C
NM_001182773.1	YMR266W
NM_001182774.1	YMR267W
NM_001182775.1	YMR268C
NM_001182776.1	YMR269W
NM_001182777.1	YMR270C
NM_001182778.1	YMR271C
unassigned_transcript_237	YNCM0036C
NM_001182779.1	YMR272C
NM_001184617.1	YMR272W-B
NM_001182780.1	YMR273C
NM_001182781.1	YMR274C
NM_001182782.1	YMR275C
NM_001182783.1	YMR276W
NM_001182784.1	YMR277W
NM_001182785.1	YMR278W
NM_001182786.1	YMR279C
NM_001182787.1	YMR280C
NM_001182788.1	YMR281W
NM_001182789.1	YMR282C
NM_001182790.1	YMR283C
unassigned_transcript_238	YNCM0037W
NM_001182791.1	YMR284W
NM_001182792.1	YMR285C
NM_001182793.1	YMR286W
NM_001182794.1	YMR287C
NM_001182795.1	YMR288W
NM_001182796.1	YMR289W
NM_001182797.1	YMR290C
NM_001182799.1	YMR291W
NM_001182800.1	YMR292W
NM_001182801.1	YMR293C
NM_001182802.1	YMR294W
NM_001182804.1	YMR295C
NM_001182805.1	YMR296C
NM_001182806.1	YMR297W
NM_001182807.1	YMR298W
NM_001182808.2	YMR299C
NM_001182809.1	YMR300C
NM_001182810.1	YMR301C
NM_001182811.1	YMR302C
NM_001182812.1	YMR303C
NM_001182814.1	YMR304W
NM_001182815.1	YMR305C
NM_001182817.1	YMR306W
NM_001182818.1	YMR307W
NM_001182819.1	YMR308C
NM_001182820.1	YMR309C
NM_001182821.1	YMR310C
NM_001182822.1	YMR311C
NM_001182823.1	YMR312W
NM_001182824.1	YMR313C
NM_001182825.1	YMR314W
NM_001182826.1	YMR315W
NM_001184618.1	YMR315W-A
NM_001182829.1	YMR316W
NM_001270757.1	YMR316C-A
NM_001182830.2	YMR317W
NM_001182831.3	YMR318C
NM_001182832.1	YMR319C
NM_001348871.1	YMR320W
NM_001182834.3	YMR321C
NM_001182835.1	YMR322C
NM_001182836.3	YMR323W
NM_001182838.1	YMR325W
NM_001183177.1	YNL339C
NM_001183174.1	YNL336W
NM_001183173.1	YNL335W
NM_001183172.1	YNL334C
NM_001183171.1	YNL333W
NM_001183170.1	YNL332W
NM_001183169.1	YNL331C
NM_001183168.1	YNL330C
NM_001183167.1	YNL329C
NM_001183166.1	YNL328C
NM_001183165.2	YNL327W
NM_001183164.1	YNL326C
NM_001183163.1	YNL325C
NM_001183161.1	YNL323W
NM_001183160.1	YNL322C
NM_001183159.1	YNL321W
NM_001183158.1	YNL320W
NM_001183156.1	YNL318C
NM_001183155.1	YNL317W
NM_001183154.1	YNL316C
NM_001183153.1	YNL315C
NM_001183152.1	YNL314W
NM_001183151.1	YNL313C
NM_001183150.1	YNL312W
NM_001183149.1	YNL311C
NM_001183148.1	YNL310C
NM_001183147.1	YNL309W
NM_001183146.1	YNL308C
NM_001183145.1	YNL307C
NM_001183144.1	YNL306W
NM_001183143.1	YNL305C
NM_001183142.1	YNL304W
NM_001183140.1	YNL302C
NM_001183139.1	YNL301C
NM_001183138.1	YNL300W
NM_001183137.1	YNL299W
NM_001183136.1	YNL298W
NM_001183135.1	YNL297C
NM_001183133.1	YNL295W
NM_001183132.1	YNL294C
NM_001183131.1	YNL293W
NM_001183130.1	YNL292W
NM_001183129.1	YNL291C
NM_001183128.1	YNL290W
NM_001183127.1	YNL289W
NR_132249.1	YNCN0001W
NM_001183126.1	YNL288W
NM_001183125.1	YNL287W
NM_001183124.1	YNL286W
unassigned_transcript_239	YNCN0002C
NM_001184415.2	YNL284C-B
NM_001184414.1	YNL284C-A
unassigned_transcript_240	YNCN0003W
NM_001183122.1	YNL284C
unassigned_transcript_241	YNCN0004W
NM_001183121.1	YNL283C
NM_001183120.1	YNL282W
NM_001183119.1	YNL281W
NM_001183118.1	YNL280C
NM_001183117.1	YNL279W
NM_001183116.1	YNL278W
NM_001184664.1	YNL277W-A
NM_001183115.1	YNL277W
NM_001183113.1	YNL275W
NM_001183112.1	YNL274C
NM_001183111.1	YNL273W
NM_001183110.1	YNL272C
NM_001183109.2	YNL271C
NM_001183108.1	YNL270C
NM_001183107.1	YNL269W
NM_001183106.1	YNL268W
NM_001183105.1	YNL267W
NM_001183103.1	YNL265C
NM_001183102.1	YNL264C
NM_001183101.1	YNL263C
NM_001183100.1	YNL262W
NM_001183099.1	YNL261W
NM_001183098.2	YNL260C
NM_001183097.1	YNL259C
NM_001183096.1	YNL258C
NM_001183095.1	YNL257C
NM_001183094.1	YNL256W
NM_001183093.1	YNL255C
NM_001183092.1	YNL254C
NM_001183091.1	YNL253W
NM_001183090.1	YNL252C
NM_001183089.1	YNL251C
NM_001183088.1	YNL250W
NM_001183087.1	YNL249C
NM_001183086.1	YNL248C
NM_001183085.1	YNL247W
NM_001183084.1	YNL246W
NM_001183083.1	YNL245C
NM_001183082.1	YNL244C
NM_001183081.2	YNL243W
NM_001183080.1	YNL242W
NM_001183079.1	YNL241C
NM_001183078.1	YNL240C
NM_001183077.1	YNL239W
NM_001183076.1	YNL238W
NM_001183075.1	YNL237W
NM_001183074.1	YNL236W
NM_001183072.1	YNL234W
NM_001183071.1	YNL233W
NM_001183070.1	YNL232W
NM_001183069.1	YNL231C
NM_001183068.1	YNL230C
NM_001183067.1	YNL229C
NM_001183065.1	YNL227C
NM_001183063.1	YNL225C
NM_001183062.1	YNL224C
NM_001183061.1	YNL223W
NM_001183060.1	YNL222W
NR_132250.1	YNCN0005C
NM_001183059.1	YNL221C
NM_001183058.1	YNL220W
NM_001183057.1	YNL219C
NM_001183056.1	YNL218W
NM_001183055.1	YNL217W
NM_001183054.1	YNL216W
NM_001183053.1	YNL215W
NM_001183052.1	YNL214W
NM_001183051.1	YNL213C
NM_001183050.1	YNL212W
NM_001183049.1	YNL211C
NM_001183048.1	YNL210W
NM_001183047.1	YNL209W
NM_001183046.1	YNL208W
NM_001183045.1	YNL207W
NM_001183044.1	YNL206C
NM_001183042.1	YNL204C
NM_001183040.1	YNL202W
NM_001183039.1	YNL201C
NM_001183038.1	YNL200C
NM_001183037.1	YNL199C
NM_001183035.1	YNL197C
NM_001183034.1	YNL196C
NM_001183033.1	YNL195C
NM_001183032.1	YNL194C
NM_001183031.2	YNL193W
NM_001183030.2	YNL192W
NM_001183029.1	YNL191W
NM_001183028.1	YNL190W
NM_001183027.1	YNL189W
NM_001183026.1	YNL188W
NM_001183025.1	YNL187W
NM_001183024.2	YNL186W
NM_001183023.1	YNL185C
NM_001270758.1	YNL184C
NM_001183021.1	YNL183C
NM_001183020.1	YNL182C
NM_001183019.2	YNL181W
NM_001183018.1	YNL180C
NM_001183016.3	YNL178W
NM_001183015.2	YNL177C
NM_001183014.2	YNL176C
NM_001183013.2	YNL175C
NM_001183011.1	YNL173C
NM_001183010.4	YNL172W
NM_001183007.1	YNL169C
NM_001183006.1	YNL168C
NM_001183005.1	YNL167C
NM_001183004.1	YNL166C
NM_001183003.3	YNL165W
NM_001183002.1	YNL164C
NM_001183001.1	YNL163C
NM_001184490.1	YNL162W-A
NM_001183000.1	YNL162W
NM_001182999.3	YNL161W
NM_001182998.1	YNL160W
NM_001182997.1	YNL159C
NM_001182996.1	YNL158W
NM_001182995.1	YNL157W
NM_001182994.3	YNL156C
NM_001431142.1	YNL155C-A
NM_001182993.1	YNL155W
NM_001182992.1	YNL154C
NM_001182991.1	YNL153C
NM_001182990.1	YNL152W
NM_001182989.3	YNL151C
NM_001182987.1	YNL149C
NM_001182986.1	YNL148C
NM_001182985.1	YNL147W
NM_001184663.1	YNL146C-A
NM_001182984.3	YNL146W
NM_001182983.1	YNL145W
NM_001182982.1	YNL144C
NM_001270759.1	YNL143C
NM_001182980.1	YNL142W
NM_001182979.1	YNL141W
NM_001270760.1	YNL140C
NM_001182977.3	YNL139C
NM_001184519.1	YNL138W-A
NM_001182976.1	YNL138W
NM_001182975.3	YNL137C
NM_001182974.1	YNL136W
NM_001182973.1	YNL135C
NM_001182972.3	YNL134C
NM_001182971.3	YNL133C
unassigned_transcript_242	YNCN0006W
NM_001182970.1	YNL132W
NM_001182969.1	YNL131W
NM_001182968.3	YNL130C
NM_001184574.1	YNL130C-A
NM_001182967.1	YNL129W
NM_001182966.4	YNL128W
NM_001182965.3	YNL127W
NM_001182964.1	YNL126W
NM_001182963.1	YNL125C
NM_001182962.3	YNL124W
NM_001182961.1	YNL123W
NM_001182960.1	YNL122C
NM_001182959.3	YNL121C
NM_001182957.3	YNL119W
NM_001182956.1	YNL118C
NM_001182955.1	YNL117W
NM_001182954.3	YNL116W
NM_001182953.1	YNL115C
NM_001182951.1	YNL113W
NM_001182950.3	YNL112W
NM_001182949.3	YNL111C
NM_001182948.1	YNL110C
NM_001182946.1	YNL108C
NM_001182945.3	YNL107W
NM_001182944.1	YNL106C
NM_001182942.1	YNL104C
NM_001182941.3	YNL103W
NM_001182940.3	YNL102W
NM_001182939.1	YNL101W
NM_001182938.1	YNL100W
NM_001182937.3	YNL099C
NM_001182936.1	YNL098C
NM_001184620.1	YNL097C-B
NM_001182935.3	YNL097C
unassigned_transcript_243	YNCN0007W
NM_001182934.3	YNL096C
NM_001182933.1	YNL095C
NM_001182932.1	YNL094W
NM_001182931.3	YNL093W
NM_001182930.1	YNL092W
NM_001182929.1	YNL091W
NM_001182928.3	YNL090W
NM_001182926.3	YNL088W
NM_001182925.1	YNL087W
NM_001182924.1	YNL086W
NM_001182923.3	YNL085W
NM_001182922.1	YNL084C
NM_001182921.1	YNL083W
NM_001182920.3	YNL082W
NM_001182919.3	YNL081C
NM_001182918.1	YNL080C
NM_001182917.1	YNL079C
NM_001182916.3	YNL078W
NM_001182915.1	YNL077W
NM_001182914.1	YNL076W
NM_001182913.3	YNL075W
NM_001182912.3	YNL074C
NM_001182911.1	YNL073W
NM_001182910.1	YNL072W
NM_001182909.3	YNL071W
NM_001182908.1	YNL070W
NM_001182907.1	YNL069C
NM_001182906.3	YNL068C
NM_001184639.3	YNL067W-B
NM_001182905.1	YNL067W
NM_001182904.1	YNL066W
NM_001182903.3	YNL065W
NM_001182902.1	YNL064C
NM_001182901.1	YNL063W
NM_001182900.3	YNL062C
NM_001182899.3	YNL061W
NM_001182898.1	YNL059C
NM_001182897.1	YNL058C
NM_001182895.3	YNL056W
NM_001182894.1	YNL055C
unassigned_transcript_244	YNCN0008C
NM_001281536.2	YNL054W-B
NM_001184413.3	YNL054W-A
NM_001182893.3	YNL054W
NM_001182892.3	YNL053W
NM_001182891.1	YNL052W
NM_001182890.1	YNL051W
NM_001182889.3	YNL050C
NM_001182888.1	YNL049C
NM_001182887.1	YNL048W
NM_001182886.3	YNL047C
NM_001182885.3	YNL046W
NM_001182884.1	YNL045W
NM_001182883.1	YNL044W
unassigned_transcript_245	YNCN0009W
NM_001184662.3	YNL042W-B
NM_001182881.1	YNL042W
NM_001182880.1	YNL041C
NM_001431143.1	YNL040C-A
NM_001182879.3	YNL040W
NM_001182878.3	YNL039W
NM_001182877.1	YNL038W
NM_001182876.1	YNL037C
NM_001182875.3	YNL036W
unassigned_transcript_246	YNCN0010C
unassigned_transcript_247	YNCN0011W
NM_001182874.1	YNL035C
unassigned_transcript_248	YNCN0012C
NM_001182873.1	YNL034W
NM_001182872.3	YNL033W
NM_001182871.3	YNL032W
NM_001182870.1	YNL031C
NM_001182869.1	YNL030W
NM_001182868.3	YNL029C
NM_001182866.1	YNL027W
NM_001182865.1	YNL026W
NM_001182864.3	YNL025C
NR_132251.1	YNCN0013W
NR_132252.1	YNCN0014W
NM_001184619.3	YNL024C-A
NM_001182863.1	YNL024C
NM_001182862.1	YNL023C
NM_001182861.3	YNL022C
NM_001182860.1	YNL021W
NM_001182859.1	YNL020C
NM_001182858.3	YNL019C
NM_001182857.3	YNL018C
unassigned_transcript_249	YNCN0015W
NM_001182855.1	YNL016W
NM_001182854.1	YNL015W
NM_001182853.3	YNL014W
NM_001182851.1	YNL012W
NM_001182850.1	YNL011C
NM_001182849.3	YNL010W
NM_001182848.3	YNL009W
NM_001182847.2	YNL008C
NM_001182846.1	YNL007C
NM_001182845.3	YNL006W
NM_001182844.1	YNL005C
NM_001182843.1	YNL004W
NM_001182842.3	YNL003C
NM_001182841.3	YNL002C
NM_001182840.1	YNL001W
NM_001183178.1	YNR001C
unassigned_transcript_250	YNCN0016C
unassigned_transcript_251	YNCN0017W
NM_001183179.3	YNR002C
NM_001183180.1	YNR003C
NM_001183181.1	YNR004W
NM_001183183.3	YNR006W
NM_001183184.3	YNR007C
NM_001183185.1	YNR008W
NM_001183186.1	YNR009W
NM_001183187.3	YNR010W
NM_001183188.1	YNR011C
NM_001183189.1	YNR012W
NM_001183190.3	YNR013C
NM_001183191.3	YNR014W
NM_001183192.1	YNR015W
NM_001183193.1	YNR016C
NM_001183194.3	YNR017W
NM_001183195.1	YNR018W
NM_001183196.1	YNR019W
NM_001183197.3	YNR020C
NM_001183198.3	YNR021W
NM_001183199.1	YNR022C
NM_001183200.1	YNR023W
NM_001183201.3	YNR024W
NM_001183203.1	YNR026C
NM_001183204.1	YNR027W
NM_001183205.3	YNR028W
NM_001183206.3	YNR029C
NM_001183207.1	YNR030W
NM_001183208.1	YNR031C
NM_001183209.3	YNR032W
NM_001184344.1	YNR032C-A
NM_001183210.1	YNR033W
NM_001183211.3	YNR034W
NM_001184446.3	YNR034W-A
NM_001183212.1	YNR035C
NM_001183213.1	YNR036C
NM_001183214.3	YNR037C
NM_001183215.1	YNR038W
NM_001183216.1	YNR039C
NM_001183217.3	YNR040W
NM_001183218.3	YNR041C
NM_001183220.1	YNR043W
NM_001183221.1	YNR044W
NM_001183222.3	YNR045W
NM_001183223.1	YNR046W
NM_001183224.1	YNR047W
NM_001183225.3	YNR048W
NM_001183226.3	YNR049C
NM_001183227.1	YNR050C
NR_132253.1	YNCN0018W
NM_001183228.1	YNR051C
NM_001183229.3	YNR052C
NM_001183230.1	YNR053C
NR_132254.1	YNCN0019C
NM_001183231.1	YNR054C
unassigned_transcript_252	YNCN0020C
NM_001183232.3	YNR055C
NM_001183233.3	YNR056C
NM_001183234.1	YNR057C
NM_001183235.1	YNR058W
NM_001183236.3	YNR059W
NM_001183237.1	YNR060W
NM_001183238.1	YNR061C
NM_001183239.3	YNR062C
NM_001183240.3	YNR063W
NM_001183241.1	YNR064C
NM_001183242.1	YNR065C
NM_001183243.3	YNR066C
NM_001183244.1	YNR067C
NM_001183245.1	YNR068C
NM_001183246.3	YNR069C
NM_001183247.4	YNR070W
NM_001183248.1	YNR071C
NM_001183249.1	YNR072W
NM_001183250.3	YNR073C
NM_001183251.1	YNR074C
NM_001183252.1	YNR075W
NM_001184621.3	YNR075C-A
NM_001183253.3	YNR076W
NM_001267862.1	YNR077C
NM_001184623.1	YOL166W-A
NM_001183418.1	YOL165C
NM_001184575.1	YOL164W-A
NM_001183417.1	YOL164W
NM_001183416.1	YOL163W
NM_001183415.1	YOL162W
NM_001183414.1	YOL161C
NM_001348873.1	YOL160W
NM_001184493.1	YOL159C-A
NM_001183412.1	YOL159C
NM_001183411.1	YOL158C
NM_001183410.1	YOL157C
NM_001183409.1	YOL156W
NM_001184666.1	YOL155W-A
NM_001183408.1	YOL155C
NM_001183407.1	YOL154W
unassigned_transcript_253	YOL153C
NM_001183406.1	YOL152W
NM_001183405.1	YOL151W
NM_001183403.1	YOL149W
NM_001183402.1	YOL148C
NM_001183401.1	YOL147C
NM_001183400.1	YOL146W
NM_001183399.2	YOL145C
NM_001183398.1	YOL144W
NM_001183397.1	YOL143C
NM_001183396.2	YOL142W
NM_001183395.2	YOL141W
NM_001183394.1	YOL140W
NM_001183393.1	YOL139C
NM_001183392.2	YOL138C
NM_001183391.1	YOL137W
NM_001183390.1	YOL136C
NM_001183389.1	YOL135C
NM_001183387.1	YOL133W
NM_001183386.1	YOL132W
NM_001183385.1	YOL131W
NM_001183384.1	YOL130W
NM_001183383.1	YOL129W
NM_001183382.1	YOL128C
NM_001183381.1	YOL127W
NM_001183380.1	YOL126C
NM_001183379.2	YOL125W
NM_001183378.1	YOL124C
NM_001183377.1	YOL123W
NM_001183376.1	YOL122C
NM_001183375.1	YOL121C
NM_001183374.1	YOL120C
NM_001183373.1	YOL119C
NM_001348874.1	YOL118C
NM_001183371.1	YOL117W
NM_001183370.1	YOL116W
NM_001183369.1	YOL115W
NM_001183368.1	YOL114C
NM_001183367.1	YOL113W
NM_001183366.1	YOL112W
NM_001183365.1	YOL111C
NM_001183364.1	YOL110W
NM_001183363.1	YOL109W
unassigned_transcript_254	YNCO0001C
NM_001183362.1	YOL108C
NM_001183361.1	YOL107W
unassigned_transcript_255	YNCO0002W
NM_001183359.1	YOL105C
NM_001183358.1	YOL104C
NM_001184384.2	YOL103W-B
NM_001184383.1	YOL103W-A
NM_001183357.1	YOL103W
NM_001183356.1	YOL102C
NM_001183355.1	YOL101C
NM_001183354.1	YOL100W
NM_001183352.1	YOL098C
NR_132255.1	YNCO0003C
NM_001184665.1	YOL097W-A
NM_001183351.1	YOL097C
NM_001183350.1	YOL096C
NM_001183349.1	YOL095C
NM_001183348.1	YOL094C
NM_001183347.1	YOL093W
NM_001183346.1	YOL092W
NM_001183345.1	YOL091W
NM_001183344.1	YOL090W
NM_001183343.1	YOL089C
NM_001183342.1	YOL088C
NM_001183341.1	YOL087C
NM_001184492.1	YOL086W-A
NM_001183340.1	YOL086C
NM_001348875.1	YOL085C
NM_001183338.1	YOL084W
NM_001183337.1	YOL083W
NM_001183336.1	YOL082W
NM_001183335.1	YOL081W
NM_001183334.1	YOL080C
NM_001183332.1	YOL078W
NM_001184377.1	YOL077W-A
NM_001183331.2	YOL077C
NM_001183330.1	YOL076W
NM_001183329.2	YOL075C
NM_001183328.1	YOL073C
NM_001183327.1	YOL072W
NM_001183326.1	YOL071W
NM_001183325.1	YOL070C
NM_001183324.1	YOL069W
NM_001183323.1	YOL068C
NM_001183322.1	YOL067C
NM_001183321.1	YOL066C
NM_001183320.1	YOL065C
NM_001183319.1	YOL064C
NM_001183318.1	YOL063C
NM_001183317.1	YOL062C
NM_001183316.1	YOL061W
NM_001183315.1	YOL060C
NM_001183314.1	YOL059W
NM_001183313.2	YOL058W
NM_001183312.1	YOL057W
NM_001183311.1	YOL056W
NM_001183310.1	YOL055C
unassigned_transcript_256	YNCO0004C
unassigned_transcript_257	YNCO0005W
NM_001183309.1	YOL054W
NM_001183308.1	YOL053W
NM_001183307.1	YOL052C-A
NM_001183306.1	YOL052C
NR_132256.1	YNCO0006W
NM_001183305.1	YOL051W
NM_001183303.1	YOL049W
NM_001183302.1	YOL048C
NM_001183301.1	YOL047C
NM_001183299.1	YOL045W
NM_001183298.1	YOL044W
NM_001183297.1	YOL043C
NM_001183296.1	YOL042W
NM_001183295.1	YOL041C
NM_001183294.1	YOL040C
NM_001183293.1	YOL039W
NM_001184641.1	YOL038C-A
NM_001183292.1	YOL038W
NM_001183290.1	YOL036W
NR_132257.1	YNCO0007W
NM_001183288.1	YOL034W
NM_001183287.1	YOL033W
